years_experience,skills_match_score,education_level,project_count,resume_length,github_activity,shortlisted,Candidate Score,Candidate Rank,Fit Level,Prediction
3,78.4,2,9,467,194,Shortlisted,86.0,29.0,High Fit,Shortlisted
15,100.0,0,17,836,459,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,100.0,2,15,480,297,Shortlisted,99.5,2.0,High Fit,Shortlisted
3,68.8,1,9,455,249,Rejected,10.5,180.0,Low Fit,Rejected
8,79.0,0,18,836,535,Shortlisted,96.0,9.0,High Fit,Shortlisted
0,43.0,2,11,371,240,Rejected,3.5,194.0,Low Fit,Rejected
7,100.0,3,14,734,440,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,90.7,0,17,787,508,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,68.9,2,14,644,444,Shortlisted,99.5,2.0,High Fit,Shortlisted
1,69.1,2,6,601,216,Rejected,12.5,176.0,Low Fit,Rejected
7,69.5,3,17,448,542,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,22.4,0,8,184,111,Rejected,0.0,201.0,,Rejected
10,86.1,0,17,698,505,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,100.0,2,9,809,418,Shortlisted,97.5,6.0,High Fit,Shortlisted
8,77.4,1,9,584,252,Shortlisted,97.5,6.0,High Fit,Shortlisted
8,73.4,0,12,535,411,Shortlisted,98.5,4.0,High Fit,Shortlisted
1,55.2,1,4,362,77,Rejected,0.5,200.0,Low Fit,Rejected
6,75.8,2,14,548,327,Shortlisted,99.0,3.0,High Fit,Shortlisted
14,83.1,1,10,808,469,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,86.3,2,11,560,271,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,75.9,0,8,276,205,Shortlisted,87.0,27.0,High Fit,Shortlisted
2,80.3,1,5,527,112,Rejected,1.5,198.0,Low Fit,Rejected
6,76.6,0,8,777,259,Rejected,23.5,154.0,Low Fit,Rejected
11,81.1,0,15,457,388,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,2,20,624,736,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,89.1,2,13,677,299,Shortlisted,99.5,2.0,High Fit,Shortlisted
15,100.0,0,12,875,417,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,57.6,1,8,636,351,Shortlisted,57.5,86.0,Low Fit,Shortlisted
3,60.0,2,6,354,92,Rejected,1.5,198.0,Low Fit,Rejected
11,71.0,2,9,536,352,Shortlisted,99.5,2.0,High Fit,Shortlisted
0,72.8,2,4,542,52,Rejected,0.5,200.0,Low Fit,Rejected
1,74.0,2,2,150,109,Shortlisted,61.0,79.0,Medium Fit,Shortlisted
0,38.4,0,3,521,67,Rejected,0.0,201.0,,Rejected
15,97.1,2,19,840,466,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,0,16,900,512,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,71.5,1,12,900,456,Shortlisted,89.0,23.0,High Fit,Shortlisted
4,74.0,2,9,593,205,Rejected,23.5,154.0,Low Fit,Rejected
4,84.0,3,6,393,149,Shortlisted,94.0,13.0,High Fit,Shortlisted
15,71.4,2,16,793,521,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,79.8,0,9,667,448,Shortlisted,99.5,2.0,High Fit,Shortlisted
6,88.6,0,8,642,194,Shortlisted,90.0,21.0,High Fit,Shortlisted
8,64.6,0,14,625,480,Shortlisted,99.0,3.0,High Fit,Shortlisted
8,89.7,2,16,617,423,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,61.9,0,10,460,259,Shortlisted,67.5,66.0,Medium Fit,Shortlisted
2,55.1,2,4,459,30,Rejected,0.0,201.0,,Rejected
15,86.1,0,16,626,641,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,83.4,2,15,870,594,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,55.7,3,4,535,143,Rejected,4.0,193.0,Low Fit,Rejected
3,59.7,0,9,392,269,Shortlisted,70.5,60.0,Medium Fit,Shortlisted
7,72.5,0,5,673,267,Shortlisted,67.0,67.0,Medium Fit,Shortlisted
5,68.8,2,12,771,232,Shortlisted,92.5,16.0,High Fit,Shortlisted
7,67.5,0,9,367,314,Shortlisted,90.5,20.0,High Fit,Shortlisted
0,64.6,2,4,332,153,Rejected,0.5,200.0,Low Fit,Rejected
7,83.2,2,11,494,386,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,46.3,0,5,359,123,Rejected,0.0,201.0,,Rejected
10,77.5,2,13,733,462,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,27.9,0,7,302,133,Rejected,0.0,201.0,,Rejected
7,76.6,3,16,342,397,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,65.8,0,7,497,80,Rejected,5.0,191.0,Low Fit,Rejected
5,79.8,2,10,359,162,Shortlisted,85.0,31.0,High Fit,Shortlisted
7,73.8,0,14,652,480,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,71.7,0,11,368,224,Shortlisted,87.0,27.0,High Fit,Shortlisted
13,84.5,0,14,642,504,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,55.1,2,10,353,261,Rejected,20.0,161.0,Low Fit,Rejected
15,74.5,2,19,693,649,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,83.3,2,6,900,433,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,62.0,0,6,515,235,Shortlisted,86.5,28.0,High Fit,Shortlisted
2,63.5,2,7,530,179,Shortlisted,68.5,64.0,Medium Fit,Shortlisted
8,69.9,2,13,641,467,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,87.8,0,17,809,551,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,60.2,0,4,150,40,Rejected,0.0,201.0,,Rejected
15,94.2,0,15,828,421,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,90.1,0,18,801,456,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,56.8,0,5,317,134,Rejected,2.0,197.0,Low Fit,Rejected
1,61.5,2,9,465,192,Rejected,20.5,160.0,Low Fit,Rejected
5,75.0,0,9,565,245,Shortlisted,88.0,25.0,High Fit,Shortlisted
2,100.0,2,6,241,177,Rejected,24.5,152.0,Low Fit,Rejected
15,80.2,3,12,686,412,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,85.9,2,7,890,299,Shortlisted,99.5,2.0,High Fit,Shortlisted
8,59.3,2,15,483,368,Shortlisted,99.5,2.0,High Fit,Shortlisted
3,58.7,1,7,599,201,Rejected,2.5,196.0,Low Fit,Rejected
0,51.1,2,4,332,0,Rejected,0.0,201.0,,Rejected
3,61.7,0,8,430,240,Rejected,5.5,190.0,Low Fit,Rejected
0,63.6,2,12,492,272,Rejected,21.0,159.0,Low Fit,Rejected
13,83.7,3,14,645,410,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,42.5,2,4,387,142,Rejected,6.5,188.0,Low Fit,Rejected
15,100.0,2,21,848,745,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,76.1,0,8,567,223,Rejected,13.0,175.0,Low Fit,Rejected
7,65.0,1,9,543,274,Shortlisted,85.0,31.0,High Fit,Shortlisted
15,77.8,2,12,900,444,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,68.3,1,10,304,380,Rejected,17.0,167.0,Low Fit,Rejected
6,78.7,2,9,519,249,Shortlisted,98.0,5.0,High Fit,Shortlisted
2,68.6,1,3,325,118,Rejected,1.5,198.0,Low Fit,Rejected
0,74.2,2,7,484,155,Rejected,10.5,180.0,Low Fit,Rejected
15,100.0,0,16,808,502,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,31.4,0,6,310,59,Rejected,0.0,201.0,,Rejected
15,86.7,2,15,900,539,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,94.4,0,11,661,365,Shortlisted,99.5,2.0,High Fit,Shortlisted
10,63.6,0,9,718,304,Shortlisted,96.0,9.0,High Fit,Shortlisted
2,79.8,0,9,468,276,Shortlisted,83.0,35.0,High Fit,Shortlisted
5,94.7,0,12,546,305,Shortlisted,97.0,7.0,High Fit,Shortlisted
6,87.4,0,14,534,415,Shortlisted,99.0,3.0,High Fit,Shortlisted
5,77.4,0,5,752,255,Rejected,14.5,172.0,Low Fit,Rejected
13,80.5,2,12,680,432,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,87.7,0,14,684,495,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,54.8,3,10,393,255,Shortlisted,96.5,8.0,High Fit,Shortlisted
5,55.8,0,12,524,207,Shortlisted,65.5,70.0,Medium Fit,Shortlisted
12,70.8,0,15,830,494,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,62.4,0,5,606,170,Rejected,1.5,198.0,Low Fit,Rejected
5,65.4,2,7,479,251,Shortlisted,91.5,18.0,High Fit,Shortlisted
7,70.9,1,8,592,299,Shortlisted,92.0,17.0,High Fit,Shortlisted
10,94.4,2,15,832,414,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,66.9,0,19,778,490,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,61.7,0,5,236,121,Rejected,0.0,201.0,,Rejected
4,63.0,2,6,460,101,Shortlisted,68.0,65.0,Medium Fit,Shortlisted
13,86.4,0,12,825,363,Shortlisted,95.5,10.0,High Fit,Shortlisted
0,67.8,0,1,156,29,Rejected,0.0,201.0,,Rejected
11,97.1,2,19,798,449,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,99.3,2,13,632,463,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,97.5,2,17,712,533,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,39.9,2,4,347,31,Rejected,0.0,201.0,,Rejected
4,53.0,2,9,722,230,Rejected,65.5,70.0,Medium Fit,Shortlisted
11,70.9,2,17,900,545,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,82.4,1,11,624,409,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,71.9,2,25,779,691,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,70.3,2,7,529,163,Rejected,11.0,179.0,Low Fit,Rejected
3,63.0,1,11,396,236,Rejected,10.5,180.0,Low Fit,Rejected
2,32.5,0,4,494,158,Rejected,1.0,199.0,Low Fit,Rejected
15,66.7,1,11,702,418,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,76.9,2,9,483,116,Rejected,24.0,153.0,Low Fit,Rejected
15,98.0,0,12,653,524,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,52.2,3,6,155,112,Rejected,0.5,200.0,Low Fit,Rejected
11,64.0,0,11,820,366,Shortlisted,96.0,9.0,High Fit,Shortlisted
11,46.5,2,14,666,402,Shortlisted,99.5,2.0,High Fit,Shortlisted
13,100.0,0,21,724,560,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,85.9,2,21,630,633,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,2,25,852,674,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,66.4,2,11,411,172,Rejected,28.0,145.0,Low Fit,Rejected
5,75.5,2,8,661,244,Shortlisted,90.5,20.0,High Fit,Shortlisted
2,78.6,2,10,150,139,Rejected,5.0,191.0,Low Fit,Rejected
11,99.6,1,9,386,374,Shortlisted,98.0,5.0,High Fit,Shortlisted
8,81.0,0,9,721,428,Shortlisted,95.5,10.0,High Fit,Shortlisted
4,69.3,2,10,548,308,Shortlisted,84.5,32.0,High Fit,Shortlisted
7,71.9,0,11,469,473,Rejected,34.0,133.0,Low Fit,Rejected
12,65.8,0,15,752,478,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,55.5,2,6,374,236,Rejected,1.0,199.0,Low Fit,Rejected
13,84.3,0,21,652,664,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,86.2,0,7,378,267,Shortlisted,91.5,18.0,High Fit,Shortlisted
14,82.8,2,12,900,440,Shortlisted,99.5,2.0,High Fit,Shortlisted
2,77.4,0,3,380,20,Rejected,0.0,201.0,,Rejected
11,73.8,1,9,665,317,Shortlisted,98.5,4.0,High Fit,Shortlisted
0,71.7,1,6,286,92,Rejected,1.0,199.0,Low Fit,Rejected
3,77.4,2,6,227,123,Rejected,15.0,171.0,Low Fit,Rejected
14,100.0,3,17,738,509,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,99.9,2,18,494,491,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,78.0,0,8,171,184,Rejected,8.0,185.0,Low Fit,Rejected
15,100.0,3,17,767,595,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,100.0,2,12,558,384,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,85.5,2,8,287,256,Rejected,17.0,167.0,Low Fit,Rejected
15,98.2,2,15,801,512,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,54.9,0,6,279,160,Rejected,0.0,201.0,,Rejected
15,93.0,0,15,899,578,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,30.6,0,4,484,55,Rejected,0.0,201.0,,Rejected
8,85.9,0,12,642,308,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,63.3,2,12,490,297,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,100.0,2,12,900,347,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,100.0,2,9,605,198,Shortlisted,98.0,5.0,High Fit,Shortlisted
9,53.7,0,7,834,365,Shortlisted,60.5,80.0,Medium Fit,Shortlisted
2,56.2,1,4,505,98,Rejected,0.0,201.0,,Rejected
7,51.0,1,9,543,370,Shortlisted,90.0,21.0,High Fit,Shortlisted
13,57.6,0,9,560,368,Shortlisted,99.5,2.0,High Fit,Shortlisted
7,69.9,0,7,510,246,Shortlisted,89.0,23.0,High Fit,Shortlisted
1,72.8,2,8,466,146,Shortlisted,71.5,58.0,Medium Fit,Shortlisted
15,94.3,1,5,700,444,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,95.3,3,11,900,483,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,42.5,0,4,693,202,Rejected,3.5,194.0,Low Fit,Rejected
6,75.1,2,9,695,277,Shortlisted,95.0,11.0,High Fit,Shortlisted
1,37.1,0,4,404,179,Rejected,0.5,200.0,Low Fit,Rejected
14,64.1,0,22,684,557,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,66.3,2,13,717,475,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,95.0,2,7,579,235,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,67.7,0,3,416,65,Rejected,0.0,201.0,,Rejected
9,80.3,0,8,690,366,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,40.1,1,1,292,63,Rejected,0.0,201.0,,Rejected
7,69.4,2,10,628,339,Shortlisted,99.0,3.0,High Fit,Shortlisted
0,44.4,3,7,404,127,Rejected,4.0,193.0,Low Fit,Rejected
8,89.5,1,7,437,309,Shortlisted,97.0,7.0,High Fit,Shortlisted
10,100.0,0,10,700,412,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,83.3,3,4,168,191,Rejected,16.0,169.0,Low Fit,Rejected
15,98.5,0,13,900,442,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,70.9,2,13,611,355,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,57.2,0,9,669,275,Shortlisted,99.5,2.0,High Fit,Shortlisted
9,66.6,2,13,568,477,Shortlisted,99.5,2.0,High Fit,Shortlisted
6,62.5,0,12,636,272,Shortlisted,94.5,12.0,High Fit,Shortlisted
9,69.7,0,14,563,423,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,47.8,1,6,308,169,Rejected,0.5,200.0,Low Fit,Rejected
1,64.0,2,4,340,0,Rejected,0.5,200.0,Low Fit,Rejected
8,64.5,2,15,340,457,Shortlisted,99.0,3.0,High Fit,Shortlisted
7,100.0,2,12,401,398,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,64.8,2,15,702,510,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,92.8,0,13,806,357,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,67.1,1,10,551,271,Shortlisted,91.0,19.0,High Fit,Shortlisted
6,80.2,2,12,700,244,Shortlisted,93.0,15.0,High Fit,Shortlisted
8,81.1,0,14,388,384,Shortlisted,99.5,2.0,High Fit,Shortlisted
3,65.9,0,9,608,208,Rejected,10.0,181.0,Low Fit,Rejected
12,64.5,0,13,636,370,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,54.0,1,6,426,187,Rejected,1.0,199.0,Low Fit,Rejected
0,60.0,0,2,348,23,Rejected,0.0,201.0,,Rejected
7,76.8,2,13,646,463,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,79.7,3,14,865,516,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,2,16,900,461,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,57.6,3,23,900,742,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,87.2,3,15,755,485,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,65.7,0,20,736,591,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,64.2,0,7,420,176,Rejected,4.5,192.0,Low Fit,Rejected
6,88.5,2,17,581,347,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,64.4,0,15,872,479,Shortlisted,99.0,3.0,High Fit,Shortlisted
11,100.0,0,13,587,419,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,62.5,0,8,387,254,Rejected,7.0,187.0,Low Fit,Rejected
1,65.2,0,3,382,128,Rejected,2.5,196.0,Low Fit,Rejected
15,65.9,0,13,735,429,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,68.8,0,4,410,77,Shortlisted,75.0,51.0,Medium Fit,Shortlisted
14,100.0,0,12,900,426,Shortlisted,99.5,2.0,High Fit,Shortlisted
5,74.4,2,4,802,200,Rejected,14.0,173.0,Low Fit,Rejected
2,67.4,2,5,374,204,Rejected,1.0,199.0,Low Fit,Rejected
8,76.5,2,15,677,438,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,54.8,0,7,794,326,Shortlisted,78.0,45.0,Medium Fit,Shortlisted
14,64.7,0,13,855,446,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,2,14,546,514,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,94.7,0,16,707,443,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,86.7,2,11,540,336,Shortlisted,99.5,2.0,High Fit,Shortlisted
9,66.9,2,13,654,385,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,76.9,2,9,539,317,Shortlisted,99.5,2.0,High Fit,Shortlisted
5,93.5,3,14,460,336,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,39.1,0,4,472,216,Rejected,1.5,198.0,Low Fit,Rejected
3,80.4,0,8,150,298,Rejected,6.5,188.0,Low Fit,Rejected
9,70.5,2,15,710,459,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,54.7,0,7,511,202,Rejected,7.0,187.0,Low Fit,Rejected
14,85.0,0,22,720,625,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,50.7,0,11,279,209,Rejected,12.5,176.0,Low Fit,Rejected
10,49.0,0,14,514,509,Shortlisted,98.0,5.0,High Fit,Shortlisted
11,80.6,0,16,755,458,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,69.0,1,2,213,109,Rejected,2.5,196.0,Low Fit,Rejected
0,79.5,2,9,565,154,Rejected,20.0,161.0,Low Fit,Rejected
7,84.4,2,8,332,269,Rejected,37.0,127.0,Low Fit,Rejected
4,98.7,2,10,440,93,Shortlisted,96.0,9.0,High Fit,Shortlisted
11,100.0,2,14,768,514,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,90.6,0,18,900,554,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,86.5,0,13,792,562,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,84.0,0,15,348,330,Shortlisted,94.0,13.0,High Fit,Shortlisted
6,40.1,2,9,623,169,Rejected,17.5,166.0,Low Fit,Rejected
3,60.0,2,13,338,450,Rejected,32.0,137.0,Low Fit,Rejected
5,39.6,0,7,456,233,Rejected,2.0,197.0,Low Fit,Rejected
12,91.4,0,11,715,459,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,83.9,3,18,878,558,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,100.0,2,6,580,188,Shortlisted,89.0,23.0,High Fit,Shortlisted
13,79.5,2,15,900,544,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,87.1,0,18,691,595,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,55.5,0,6,401,203,Rejected,0.5,200.0,Low Fit,Rejected
6,65.9,2,10,645,382,Shortlisted,98.0,5.0,High Fit,Shortlisted
7,56.6,2,10,473,265,Shortlisted,95.5,10.0,High Fit,Shortlisted
3,48.0,2,6,610,211,Rejected,5.5,190.0,Low Fit,Rejected
15,58.6,2,15,873,627,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,93.4,2,9,492,332,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,56.9,2,3,376,62,Rejected,0.0,201.0,,Rejected
11,100.0,0,10,593,354,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,56.8,0,11,717,269,Shortlisted,96.5,8.0,High Fit,Shortlisted
13,100.0,2,17,895,475,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,85.1,0,8,595,238,Shortlisted,81.5,38.0,High Fit,Shortlisted
0,76.7,0,8,247,163,Rejected,1.5,198.0,Low Fit,Rejected
7,78.8,2,9,527,322,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,87.9,3,14,770,435,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,80.6,0,10,442,284,Shortlisted,89.0,23.0,High Fit,Shortlisted
11,67.6,0,9,656,248,Shortlisted,96.5,8.0,High Fit,Shortlisted
9,83.3,2,15,789,395,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,72.6,2,7,619,248,Shortlisted,87.0,27.0,High Fit,Shortlisted
9,65.9,2,14,691,319,Shortlisted,98.5,4.0,High Fit,Shortlisted
4,69.7,0,8,415,179,Shortlisted,65.5,70.0,Medium Fit,Shortlisted
9,86.6,0,8,481,224,Rejected,36.0,129.0,Low Fit,Rejected
4,55.3,2,8,529,243,Rejected,17.5,166.0,Low Fit,Rejected
13,94.2,2,13,619,444,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,39.8,2,9,589,272,Shortlisted,84.0,33.0,High Fit,Shortlisted
14,69.8,0,9,799,463,Shortlisted,95.5,10.0,High Fit,Shortlisted
8,66.6,0,9,422,269,Shortlisted,97.5,6.0,High Fit,Shortlisted
11,84.9,0,11,566,347,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,86.0,3,10,561,233,Shortlisted,98.5,4.0,High Fit,Shortlisted
0,62.5,2,7,309,174,Rejected,2.0,197.0,Low Fit,Rejected
9,84.0,0,11,558,447,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,68.6,1,8,573,304,Shortlisted,95.5,10.0,High Fit,Shortlisted
0,67.3,2,4,300,43,Rejected,2.0,197.0,Low Fit,Rejected
14,86.3,1,13,703,459,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,55.6,2,6,353,78,Shortlisted,61.5,78.0,Medium Fit,Shortlisted
15,85.9,2,18,900,610,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,92.5,0,8,737,454,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,94.7,0,6,709,112,Rejected,27.5,146.0,Low Fit,Rejected
15,100.0,2,20,851,694,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,56.6,0,9,557,255,Rejected,86.5,28.0,High Fit,Shortlisted
7,54.6,0,9,520,190,Rejected,25.0,151.0,Low Fit,Rejected
12,81.0,3,22,872,697,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,70.7,2,7,478,309,Rejected,19.0,163.0,Low Fit,Rejected
0,62.0,2,5,270,116,Rejected,0.5,200.0,Low Fit,Rejected
15,100.0,0,19,892,597,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,100.0,0,12,727,384,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,65.1,1,8,328,255,Rejected,30.5,140.0,Low Fit,Rejected
15,84.1,0,16,584,521,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,97.0,2,21,667,611,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,81.4,0,11,299,303,Shortlisted,91.0,19.0,High Fit,Shortlisted
5,79.5,2,17,389,491,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,75.0,0,14,512,480,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,60.3,0,11,363,367,Shortlisted,92.0,17.0,High Fit,Shortlisted
2,52.3,3,10,344,320,Shortlisted,80.0,41.0,Medium Fit,Shortlisted
11,82.4,0,13,636,404,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,84.8,0,10,708,317,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,98.5,0,13,817,504,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,78.8,0,10,528,316,Rejected,27.5,146.0,Low Fit,Rejected
4,87.7,0,8,500,202,Shortlisted,87.5,26.0,High Fit,Shortlisted
5,46.9,0,7,408,277,Rejected,10.5,180.0,Low Fit,Rejected
8,83.3,2,10,610,202,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,91.8,2,10,691,287,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,82.4,0,17,845,497,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,62.6,1,8,721,329,Shortlisted,94.0,13.0,High Fit,Shortlisted
4,90.9,2,8,448,279,Shortlisted,99.0,3.0,High Fit,Shortlisted
14,72.2,1,16,854,536,Shortlisted,99.0,3.0,High Fit,Shortlisted
0,28.4,2,5,266,142,Rejected,0.0,201.0,,Rejected
13,87.6,2,25,834,735,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,79.9,0,19,721,597,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,2,15,788,506,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,78.3,3,10,334,226,Shortlisted,95.5,10.0,High Fit,Shortlisted
4,64.7,2,11,317,259,Shortlisted,91.0,19.0,High Fit,Shortlisted
11,76.5,0,22,757,653,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,88.1,2,18,900,726,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,100.0,3,14,523,438,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,85.6,0,8,492,263,Shortlisted,99.5,2.0,High Fit,Shortlisted
15,70.1,2,12,900,452,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,57.3,1,9,443,210,Rejected,3.5,194.0,Low Fit,Rejected
6,64.6,1,5,761,142,Shortlisted,70.5,60.0,Medium Fit,Shortlisted
3,50.6,2,13,576,333,Rejected,28.0,145.0,Low Fit,Rejected
0,34.5,2,4,391,54,Rejected,0.5,200.0,Low Fit,Rejected
13,96.2,2,20,799,602,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,78.9,3,12,650,422,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,84.2,0,6,547,172,Shortlisted,83.5,34.0,High Fit,Shortlisted
6,69.6,0,11,404,419,Shortlisted,95.0,11.0,High Fit,Shortlisted
9,75.9,3,16,668,437,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,39.2,0,4,852,162,Rejected,33.0,135.0,Low Fit,Rejected
5,89.6,2,14,526,481,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,69.9,0,10,518,190,Shortlisted,86.0,29.0,High Fit,Shortlisted
3,52.3,1,4,614,93,Rejected,1.0,199.0,Low Fit,Rejected
1,46.1,0,8,175,214,Rejected,3.0,195.0,Low Fit,Rejected
3,87.5,0,8,599,165,Rejected,25.0,151.0,Low Fit,Rejected
